Venda.Código,Venda.Data,Produto.Código,Produto,Quantidade,Produto.Fornecedor,Custo Total,Venda.Valor Total Desconto,Valor Total,Pagamento
251,29/07/2024,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 ", R$  -   ," R$  28,00 ",Dinheiro
250,27/07/2024,67,0067 - NECESSAIRE MEDIA CINGEL,1,AP BRAS OU MERCADO LIVRE," R$  18,00 ", R$  -   ," R$  49,00 ",Cartão de Débito
249,27/07/2024,122,0122 - GARRAFA TERMICA C TERMOMETRO ESP,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  49,00 ",Dinheiro
248,27/07/2024,481,0481 - CANECA ROYAL 300ML PODEROSAS,1,ZONA CRIATIVA," R$  29,90 "," R$  3,75 "," R$  71,25 ",Cartão de Débito
247,27/07/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 ", R$  -   ," R$  59,00 ",PIX
246,26/07/2024,318,0318 - CANECA MOMA 500ML MINNIE,1,ZONA CRIATIVA," R$  29,90 ", R$  -   ," R$  86,00 ",Cartão de Crédito
245,26/07/2024,44,0044 - CANECA LOVE DOGS BEGE,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  21,90 ", R$  -   ," R$  49,00 ",PIX
244,26/07/2024,320,0320 - CANECA STONE 450ML CAFE E AMOR,1,ZONA CRIATIVA," R$  26,51 "," R$  19,00 "," R$  70,30 ",PIX
244,26/07/2024,475,0475 - CANECA ROYAL 300ML AVO AZULEJO,2,ZONA CRIATIVA," R$  59,80 "," R$  19,00 "," R$  142,50 ",PIX
244,26/07/2024,56,0056 - PESCOCEIRA SANSÃO T MONICA,1,MINAS DE PRESENTES LTDA," R$  37,95 "," R$  19,00 "," R$  77,90 ",PIX
244,26/07/2024,488,0488 - CANECA STONE 450ML AVO XADREZ,1,ZONA CRIATIVA," R$  27,90 "," R$  19,00 "," R$  70,30 ",PIX
243,26/07/2024,78,0078 - AMPULHETA MEDIA 30MIN,1,MINAS DE PRESENTES LTDA," R$  32,53 "," R$  4,10 "," R$  77,90 ",Dinheiro
242,25/07/2024,84,0084 - CANECA LOVE MICKEY,1,MINAS DE PRESENTES LTDA," R$  20,68 ", R$  -   ," R$  69,00 ",Cartão de Débito
241,25/07/2024,346,0346 - COPO CANUDO AMOR 450ML,1,MINAS DE PRESENTES LTDA," R$  18,00 "," R$  2,45 "," R$  46,55 ",PIX
240,25/07/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,2,AP BRAS OU MERCADO LIVRE," R$  5,84 "," R$  0,90 "," R$  17,10 ",Dinheiro
239,25/07/2024,181,0181 - LUMIN BOX BUDA USB,1,USARE LUMINÁRIAS," R$  49,90 "," R$  23,60 "," R$  94,40 ",Dinheiro
238,25/07/2024,C9,0366 - CANETA FOFA SPIN,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",Cartão de Débito
238,25/07/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Cartão de Débito
237,25/07/2024,214,0214 - MARMITA REDONDA MINI - FOLHAGEM,1,UATT PRESENTES IMPORTADOS," R$  13,06 "," R$  1,90 "," R$  36,10 ",PIX
236,25/07/2024,432,0432 - MARMITA FIT DUO - FOLHAGEM,1,UATT PRESENTES IMPORTADOS," R$  13,99 "," R$  2,30 "," R$  43,70 ",Dinheiro
235,24/07/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 ", R$  -   ," R$  59,00 ",Dinheiro
234,24/07/2024,382,0382 - CANECA CERÂMICA BASQUETE CAFE,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
234,24/07/2024,C2,0367 - CANETA FOFA CHOCOLATE PERF,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
234,24/07/2024,358,0358 - BLOCO DE NOTAS FOFO ELASTICO,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  14,00 ",Cartão de Débito
233,24/07/2024,C9,0366 - CANETA FOFA SPIN,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",Cartão de Crédito
232,22/07/2024,388,0388 - CANECA CERÂMICA DONUT,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
231,22/07/2024,275,0275 - TACA VINHO C/ 2UN - MEU CORACAO E SEU,1,BRASFOOT," R$  34,98 "," R$  4,30 "," R$  81,70 ",PIX
230,22/07/2024,385,0385 - CANECA CERÂMICA RAPOSA,1,CRAZY MUGS," R$  24,90 "," R$  3,45 "," R$  65,55 ",PIX
229,20/07/2024,270,0270 - TACA + AVENTAL - SUPER CHEF,1,BRASFOOT," R$  39,98 ", R$  -   ," R$  96,00 ",Cartão de Débito
229,20/07/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 ", R$  -   ," R$  17,00 ",Cartão de Débito
229,20/07/2024,373,0373 - CESTA MONTAGEM,2,AP BRAS OU MERCADO LIVRE," R$  50,00 ", R$  -   ," R$  70,00 ",Cartão de Débito
228,20/07/2024,89,0089 - CANECA MELHOR PRESENTE,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,26 "," R$  10,80 "," R$  43,20 ",PIX
227,20/07/2024,438,0438 - CANECA CUBO 300ML WANDAVISION,1,ZONA CRIATIVA," R$  15,90 ", R$  -   ," R$  59,00 ",PIX
226,20/07/2024,353,0353 - ESTOJO PELUCIA DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 ", R$  -   ," R$  36,00 ",Cartão de Crédito
225,20/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
225,20/07/2024,472,0472 - COPO TERMICO SNAP 300ML HARRY POTTER,1,ZONA CRIATIVA," R$  29,90 ", R$  -   ," R$  72,00 ",Cartão de Crédito
224,20/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
223,19/07/2024,424,0424 - CANECA COM CAMPANHIA AMIGA ROSA,1,UATT PRESENTES IMPORTADOS," R$  22,69 "," R$  6,40 "," R$  56,05 ",Dinheiro
223,19/07/2024,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  32,00 "," R$  6,40 "," R$  65,55 ",Dinheiro
222,19/07/2024,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  89,00 ",Cartão de Crédito
222,19/07/2024,345,0345 - COPO CANUDO COM GELO FROZEN 600ML,1,MINAS DE PRESENTES LTDA," R$  22,00 ", R$  -   ," R$  64,00 ",Cartão de Crédito
221,18/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Débito
220,16/07/2024,423,0423 - CANECA PRETA COM COADOR,1,UATT PRESENTES IMPORTADOS," R$  23,38 ", R$  -   ," R$  68,00 ",Cartão de Débito
220,16/07/2024,231,0231 - CANECA EMPILHADA DUPLA ONIX - TOMAR CAFE,1,BRASFOOT," R$  32,98 ", R$  -   ," R$  82,00 ",Cartão de Débito
219,16/07/2024,413,0413 - RELOGIO CAIXA DE SOM DESP,1,AP BRAS OU MERCADO LIVRE," R$  42,90 ", R$  -   ," R$  92,00 ",Cartão de Crédito
219,16/07/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Cartão de Crédito
218,16/07/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Cartão de Débito
217,15/07/2024,62,0062 - MASCARA DE DORMIR REALIZE,1,MINAS DE PRESENTES LTDA," R$  5,42 ", R$  -   ," R$  24,00 ",Cartão de Crédito
217,15/07/2024,8,0008 - ALMOFADA GATO RANZINZA,1,2DH COMERCIO E CONFECCAO LTDA," R$  23,90 ", R$  -   ," R$  54,00 ",Cartão de Crédito
216,15/07/2024,422,0422 - CANECA BRANCA COM COADOR,1,UATT PRESENTES IMPORTADOS," R$  23,38 "," R$  3,40 "," R$  64,60 ",PIX
215,13/07/2024,242,0242 - COPO CAIPIRINHA - FACA UMA CAIPIRINHA,1,BRASFOOT," R$  20,98 ", R$  -   ," R$  54,00 ",Cartão de Crédito
215,13/07/2024,389,0389 - CANECA CERÂMICA PATA DE GATA,1,CRAZY MUGS," R$  23,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
214,13/07/2024,424,0424 - CANECA COM CAMPANHIA AMIGA ROSA,1,UATT PRESENTES IMPORTADOS," R$  22,69 ", R$  -   ," R$  59,00 ",Cartão de Débito
213,13/07/2024,C8,0365 - CANETA FOFA 10 CORES,1,AP BRAS OU MERCADO LIVRE," R$  7,50 "," R$  1,10 "," R$  20,90 ",Dinheiro
212,13/07/2024,424,0424 - CANECA COM CAMPANHIA AMIGA ROSA,1,UATT PRESENTES IMPORTADOS," R$  22,69 "," R$  2,95 "," R$  56,05 ",Dinheiro
211,13/07/2024,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 ", R$  -   ," R$  28,00 ",Cartão de Crédito
211,13/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
211,13/07/2024,360,0360 - CADERNO PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  43,00 ",Cartão de Crédito
211,13/07/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Cartão de Crédito
210,13/07/2024,394,0394 - CANECA CERAM CUBO MAGICO,1,CRAZY MUGS," R$  19,90 ", R$  -   ," R$  56,00 ",Dinheiro
209,13/07/2024,373,0373 - CESTA MONTAGEM,1,AP BRAS OU MERCADO LIVRE," R$  25,00 ", R$  -   ," R$  35,00 ",Cartão de Crédito
209,13/07/2024,287,0287 - TACA WINDSOR - UNIDOS PELA CERVEJA,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Cartão de Crédito
208,12/07/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 ", R$  -   ," R$  18,00 ",Cartão de Crédito
208,12/07/2024,419,0419 - CARTELA NOTAS ADESIVAS GATA,1,UATT PRESENTES IMPORTADOS," R$  15,40 ", R$  -   ," R$  42,00 ",Cartão de Crédito
208,12/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
208,12/07/2024,357,0357 - BLOCO PERFUMADO CHOCOLATE,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  26,00 ",Cartão de Crédito
208,12/07/2024,250,0250 - COPO MUNICH C/ 2UN - EU TE AMO,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  64,00 ",Cartão de Crédito
208,12/07/2024,423,0423 - CANECA PRETA COM COADOR,1,UATT PRESENTES IMPORTADOS," R$  23,38 ", R$  -   ," R$  68,00 ",Cartão de Crédito
207,12/07/2024,375,0375 - CANECA CERÂMICA CALDEIRAO SIGNO,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
206,10/07/2024,1,0001 - ALMOFADA REDONDA POKEBOLA,1,2DH COMERCIO E CONFECCAO LTDA," R$  23,90 ", R$  -   ," R$  59,00 ",Cartão de Crédito
205,09/07/2024,C8,0365 - CANETA FOFA 10 CORES,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",Cartão de Débito
204,09/07/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 ", R$  -   ," R$  18,00 ",Cartão de Crédito
204,09/07/2024,C2,0367 - CANETA FOFA CHOCOLATE PERF,2,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  24,00 ",Cartão de Crédito
204,09/07/2024,340,0340 - BOLSA SILICONE PERSONAGENS C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  13,00 ", R$  -   ," R$  38,00 ",Cartão de Crédito
204,09/07/2024,195,0195 - CANECA RV PORCELANA,1,AP BRAS OU MERCADO LIVRE," R$  16,90 ", R$  -   ," R$  49,00 ",Cartão de Crédito
203,08/07/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Cartão de Débito
202,06/07/2024,302,0302 - CANECA MINI TINA 100ML STORM TROOPER,1,ZONA CRIATIVA," R$  12,26 ", R$  -   ," R$  42,00 ",Cartão de Crédito
202,06/07/2024,299,0299 - CANECA MINI TINA 100ML MANDALORIAN,1,ZONA CRIATIVA," R$  12,26 ", R$  -   ," R$  42,00 ",Cartão de Crédito
201,06/07/2024,309,0309 - CANECA TINA 400ML SUA  AMIZADE,1,ZONA CRIATIVA," R$  18,53 "," R$  3,20 "," R$  60,80 ",Dinheiro
200,05/07/2024,297,0297 - CANECA TINA 400ML FACA CAFE,1,ZONA CRIATIVA," R$  18,55 ", R$  -   ," R$  64,00 ",Cartão de Crédito
199,05/07/2024,222,0222 - CANECA  ALCA CORACAO CAFE,1,UATT PRESENTES IMPORTADOS," R$  7,21 "," R$  4,50 "," R$  53,20 ",PIX
199,05/07/2024,9,0009 - JOGO PORTA COPOS ROUND 6,1,2DH COMERCIO E CONFECCAO LTDA," R$  9,90 "," R$  4,50 "," R$  32,30 ",PIX
198,05/07/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Cartão de Débito
197,05/07/2024,355,0355 - CHAVEIRO HELLO KITTY SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  19,00 ",Cartão de Débito
197,05/07/2024,361,0361 - BLOCO DE NOTAS FOFO ESPIRAL,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Cartão de Débito
196,05/07/2024,345,0345 - COPO CANUDO COM GELO FROZEN 600ML,1,MINAS DE PRESENTES LTDA," R$  22,00 "," R$  5,00 "," R$  60,80 ",Dinheiro
196,05/07/2024,353,0353 - ESTOJO PELUCIA DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 "," R$  5,00 "," R$  34,20 ",Dinheiro
195,04/07/2024,34,0034 - PRATO 15CM MAE UNICA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  8,50 ", R$  -   ," R$  35,00 ",Cartão de Crédito
194,02/07/2024,354,0354 - CHAVEIRO STITCH SILICONE,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  24,00 ",Cartão de Débito
194,02/07/2024,247,0247 - COPO MUNICH 200ML - AMIGAS NA ALEGRIA,1,BRASFOOT," R$  13,98 ", R$  -   ," R$  36,00 ",Cartão de Débito
193,02/07/2024,217,0217 - COPO VIAGEM CLASSIC - ICONE,1,UATT PRESENTES IMPORTADOS," R$  12,12 ", R$  -   ," R$  38,00 ",Cartão de Débito
192,01/07/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Dinheiro
191,30/06/2024,147,0147 - PORTA CONTROLE PROTAGONISTA,1,GEGUTON," R$  19,63 ", R$  -   ," R$  59,00 ",Cartão de Débito
190,30/06/2024,349,0349 - NECESSAIRE TRIO ONÇA,1,AP BRAS OU MERCADO LIVRE," R$  24,00 "," R$  10,05 "," R$  65,55 ",Dinheiro
190,30/06/2024,176,0176 - LUMIN PORTA RETRADO MUNDI USB,1,USARE LUMINÁRIAS," R$  36,90 "," R$  10,05 "," R$  81,70 ",Dinheiro
190,30/06/2024,223,0223 - CADERNETA POP SEM PAUTA,2,UATT PRESENTES IMPORTADOS," R$  14,40 "," R$  10,05 "," R$  30,40 ",Dinheiro
190,30/06/2024,C1,0193 - CANETA FOFA SIMPLES,2,AP BRAS OU MERCADO LIVRE," R$  4,52 "," R$  10,05 "," R$  13,30 ",Dinheiro
189,30/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",PIX
188,30/06/2024,129,0129 - IMA PSICOLOGO PLACA,1,GEGUTON," R$  1,20 "," R$  1,20 ", R$  -   ,Vale Alimentação
188,30/06/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 "," R$  21,00 ", R$  -   ,Vale Alimentação
187,29/06/2024,15,0015 - JOGO PORTA COPOS TODD,1,YAAY PRESENTES," R$  9,90 "," R$  14,10 "," R$  32,30 ",Cartão de Crédito
187,29/06/2024,317,0317 - CANECA MOMA 500ML MICKEY,1,ZONA CRIATIVA," R$  28,41 "," R$  14,10 "," R$  79,80 ",Cartão de Crédito
187,29/06/2024,301,0301 - CANECA MINI TINA 100ML PLUTO,1,ZONA CRIATIVA," R$  12,26 "," R$  14,10 "," R$  39,90 ",Cartão de Crédito
187,29/06/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,2,AP BRAS OU MERCADO LIVRE," R$  3,44 "," R$  14,10 "," R$  11,40 ",Cartão de Crédito
187,29/06/2024,359,0359 - CADERNO LIVRO DECORADO,2,AP BRAS OU MERCADO LIVRE," R$  28,00 "," R$  14,10 "," R$  72,20 ",Cartão de Crédito
187,29/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,2,AP BRAS OU MERCADO LIVRE," R$  5,84 "," R$  14,10 "," R$  17,10 ",Cartão de Crédito
187,29/06/2024,123,0123 - ABRIDOR DE GARRAFA METAL PRETO C IMA,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  3,99 "," R$  14,10 "," R$  15,20 ",Cartão de Crédito
186,29/06/2024,376,0376 - CANECA CERÂMICA AUTISMO,1,CRAZY MUGS," R$  22,90 ", R$  -   ," R$  64,00 ",Cartão de Crédito
186,29/06/2024,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 ", R$  -   ," R$  28,00 ",Cartão de Crédito
185,28/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Cartão de Débito
185,28/06/2024,149,0149 - PORTA TRECO MAPA MUNDI,1,GEGUTON," R$  20,49 ", R$  -   ," R$  59,00 ",Cartão de Débito
184,27/06/2024,230,0230 - CANECA EMPILHADA DUPLA - CULTIVAR A GRATIDAO,1,BRASFOOT," R$  32,98 ", R$  -   ," R$  82,00 ",Cartão de Crédito
183,27/06/2024,91,0091 - JOGO TAÇA LICOR HERMITAGE,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  27,73 ", R$  -   ," R$  78,00 ",Cartão de Débito
182,27/06/2024,389,0389 - CANECA CERÂMICA PATA DE GATA,1,CRAZY MUGS," R$  23,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
181,26/06/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Dinheiro
180,26/06/2024,358,0358 - BLOCO DE NOTAS FOFO ELASTICO,1,AP BRAS OU MERCADO LIVRE," R$  4,50 ", R$  -   ," R$  14,00 ",Cartão de Débito
179,25/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",Cartão de Crédito
179,25/06/2024,C1,0193 - CANETA FOFA SIMPLES,1,AP BRAS OU MERCADO LIVRE," R$  2,26 ", R$  -   ," R$  7,00 ",Cartão de Crédito
179,25/06/2024,C7,0364 - CANETA FOFA LED,2,AP BRAS OU MERCADO LIVRE," R$  11,68 ", R$  -   ," R$  36,00 ",Cartão de Crédito
178,25/06/2024,81,0081 - SQUEEZE DISNEY TURMA,1,MINAS DE PRESENTES LTDA," R$  20,33 ", R$  -   ," R$  64,00 ",PIX
178,25/06/2024,222,0222 - CANECA  ALCA CORACAO CAFE,1,UATT PRESENTES IMPORTADOS," R$  7,21 ", R$  -   ," R$  56,00 ",PIX
177,24/06/2024,C1,0193 - CANETA FOFA SIMPLES,2,AP BRAS OU MERCADO LIVRE," R$  4,52 ", R$  -   ," R$  14,00 ",Cartão de Crédito
177,24/06/2024,361,0361 - BLOCO DE NOTAS FOFO ESPIRAL,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Cartão de Crédito
176,24/06/2024,121,0121 - GARRAFA TERMICA C TERMOMETRO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  14,99 ", R$  -   ," R$  39,00 ",Cartão de Crédito
175,24/06/2024,76,0076 - LUMINARIA DE MESA UNICORNIO,1,MINAS DE PRESENTES LTDA," R$  18,90 ", R$  -   ," R$  64,00 ",Dinheiro
174,22/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  16,60 ",Cartão de Crédito
174,22/06/2024,378,0378 - CANECA CERÂMICA GUITARRA,1,CRAZY MUGS," R$  24,90 "," R$  2,00 "," R$  67,40 ",Cartão de Crédito
173,21/06/2024,C0,0194 - MARCA TEXTO DUPLO PANTONE,1,AP BRAS OU MERCADO LIVRE," R$  1,72 ", R$  -   ," R$  6,00 ",Cartão de Débito
172,21/06/2024,156,0156 - PORTA RETRATO CORACAO,1,GEGUTON," R$  17,46 "," R$  2,40 "," R$  45,60 ",Dinheiro
171,21/06/2024,394,0394 - CANECA CERAM CUBO MAGICO,1,CRAZY MUGS," R$  19,90 ", R$  -   ," R$  56,00 ",Cartão de Débito
170,20/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,4,AP BRAS OU MERCADO LIVRE," R$  11,68 "," R$  5,20 "," R$  34,20 ",Cartão de Crédito
170,20/06/2024,166,0166 - SUPORTE LIVRO ARVORE 2PCS,1,GEGUTON," R$  20,21 "," R$  5,20 "," R$  64,60 ",Cartão de Crédito
169,20/06/2024,378,0378 - CANECA CERÂMICA GUITARRA,1,CRAZY MUGS," R$  24,90 "," R$  3,45 "," R$  65,55 ",Dinheiro
168,20/06/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 ", R$  -   ," R$  18,00 ",Cartão de Crédito
168,20/06/2024,C9,0366 - CANETA FOFA SPIN,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",Cartão de Crédito
167,19/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 "," R$  2,00 "," R$  15,69 ",Cartão de Crédito
167,19/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 "," R$  2,00 "," R$  8,31 ",Cartão de Crédito
166,19/06/2024,252,0252 - COPO MUNICH C/ 2UN - VOCE ME FAZ MUITO FELIZ,1,BRASFOOT," R$  23,98 ", R$  -   ," R$  64,00 ",Dinheiro
165,19/06/2024,38,0038 - TAÇA CERVEJA MAE LEOA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  18,90 ", R$  -   ," R$  44,00 ",PIX
165,19/06/2024,199,0199 - AROMAT AMBIENTES LM AROMAS,1,LM AROMAS E TERAPIAS," R$  38,00 ", R$  -   ," R$  49,00 ",PIX
165,19/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,2,AP BRAS OU MERCADO LIVRE," R$  5,60 ", R$  -   ," R$  17,00 ",PIX
165,19/06/2024,293,0293 - CANECA MINI TINA 100ML SLYTHERIN,1,ZONA CRIATIVA," R$  12,26 ", R$  -   ," R$  42,00 ",PIX
164,19/06/2024,161,0161 - SUPORTE LIVRO CAT 2PC,1,GEGUTON," R$  21,34 ", R$  -   ," R$  59,00 ",Cartão de Crédito
163,18/06/2024,259,0259 - LATA PORTA JOIAS - AMIGAS ASSIM SO NOS,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Crédito
163,18/06/2024,263,0263 - LATA PORTA JOIAS - LIVRE PARA SER FELIZ,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Crédito
163,18/06/2024,280,0280 - TACA WINDSOR - AMIGA IRMA,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Cartão de Crédito
163,18/06/2024,267,0267 - LATA PORTA JOIAS - VOCE ILUMINA O MUNDO,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Crédito
162,18/06/2024,359,0359 - CADERNO LIVRO DECORADO,1,AP BRAS OU MERCADO LIVRE," R$  14,00 ", R$  -   ," R$  38,00 ",Cartão de Débito
161,18/06/2024,72,0072 - LUMINARIA 3D LED N S APARECIDA,1,MINAS DE PRESENTES LTDA," R$  21,00 "," R$  2,95 "," R$  56,05 ",PIX
160,18/06/2024,C3,0363 - CANETA FOFA FORMATOS E GLITTER,1,AP BRAS OU MERCADO LIVRE," R$  2,92 ", R$  -   ," R$  9,00 ",PIX
159,18/06/2024,360,0360 - CADERNO PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  43,00 ",Cartão de Crédito
159,18/06/2024,377,0377 - CANECA CERÂMICA GAME OVER,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
159,18/06/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 ", R$  -   ," R$  18,00 ",Cartão de Crédito
158,18/06/2024,263,0263 - LATA PORTA JOIAS - LIVRE PARA SER FELIZ,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Crédito
157,17/06/2024,C1,0193 - CANETA FOFA SIMPLES,2,AP BRAS OU MERCADO LIVRE," R$  4,52 "," R$  6,00 "," R$  8,00 ",Dinheiro
156,17/06/2024,84,0084 - CANECA LOVE MICKEY,1,MINAS DE PRESENTES LTDA," R$  20,68 "," R$  3,45 "," R$  65,55 ",Dinheiro
155,15/06/2024,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 "," R$  3,50 "," R$  7,94 ",Dinheiro
155,15/06/2024,C7,0364 - CANETA FOFA LED,1,AP BRAS OU MERCADO LIVRE," R$  5,84 "," R$  3,50 "," R$  16,82 ",Dinheiro
155,15/06/2024,361,0361 - BLOCO DE NOTAS FOFO ESPIRAL,1,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  3,50 "," R$  16,82 ",Dinheiro
